"1","test","a@a.com","77de54ccf56eb6f7dbf99e4d3be949ab6f9b0a55df8ac28564cb9f63a10be8af6ab3f7c2","2013-10-02 00:00:00"
"2","b","b@b.com","7014de06693eca5c7a6f258b98fa2048ef7ad6c1faf1e46a706cd0615ada442bbc570b0e","2013-10-02 00:00:00"
"1","Brunei Darussalam","Bandar Seri Begawan","Malay, English",,,"B$ (Brunei Dollar)","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s","brunei.jpg"
"2","Cambodia","Phnom Penh","Khmer",,,"Riel","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s","cambodia.jpg"
"3","Indonesia","Jakarta","Indonesian",,,"Rupiah","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s","indonesia.jpg"
"4","Lao PDR","Vientiane","Lao",,,"Kip","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s","lao.jpg"
"5","Malaysia","Kuala Lumpur","Malay, English, Chinese, Tamil",,,"Ringgit","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s","malaysia.jpg"
"6","Myanmar","Nay Pyi Taw","Myanmar",,,"Kyat","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s","myanmar.jpg"
"7","Philippines","Manila","Filipino, English, Spanish",,,"Peso","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s","philipine.jpg"
"8","Singapore","Singapore","English, Malay, Mandarin, Tamil",,,"S$ (Singapore Dollar)","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s","singapore.jpg"
"9","Thailand","Bangkok","Thai",,,"Baht","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s","thailand.jpg"
"10","Viet Nam","Ha Noi","Vietnamese",,,"Dong","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s","vietnam.jpg"
"1","Afghanistan"
"2","Albania"
"3","Algeria"
"4","American Samoa"
"5","Andorra"
"6","Angola"
"7","Anguilla"
"8","Antarctica"
"9","Antigua and Barbuda"
"10","Argentina"
"11","Armenia"
"12","Armenia"
"13","Aruba"
"14","Australia"
"15","Austria"
"16","Azerbaijan"
"17","Azerbaijan"
"18","Bahamas"
"19","Bahrain"
"20","Bangladesh"
"21","Barbados"
"22","Belarus"
"23","Belgium"
"24","Belize"
"25","Benin"
"26","Bermuda"
"27","Bhutan"
"28","Bolivia"
"29","Bosnia and Herzegovina"
"30","Botswana"
"31","Bouvet Island"
"32","Brazil"
"33","British Indian Ocean Territory"
"34","Brunei Darussalam"
"35","Bulgaria"
"36","Burkina Faso"
"37","Burundi"
"38","Cambodia"
"39","Cameroon"
"40","Canada"
"41","Cape Verde"
"42","Cayman Islands"
"43","Central African Republic"
"44","Chad"
"45","Chile"
"46","China"
"47","Christmas Island"
"48","Cocos (Keeling) Islands"
"49","Colombia"
"50","Comoros"
"51","Congo"
"52","Congo, The Democratic Republic of The"
"53","Cook Islands"
"54","Costa Rica"
"55","Cote D'ivoire"
"56","Croatia"
"57","Cuba"
"58","Cyprus"
"60","Czech Republic"
"61","Denmark"
"62","Djibouti"
"63","Dominica"
"64","Dominican Republic"
"65","Easter Island"
"66","Ecuador"
"67","Egypt"
"68","El Salvador"
"69","Equatorial Guinea"
"70","Eritrea"
"71","Estonia"
"72","Ethiopia"
"73","Falkland Islands (Malvinas)"
"74","Faroe Islands"
"75","Fiji"
"76","Finland"
"77","France"
"78","French Guiana"
"79","French Polynesia"
"80","French Southern Territories"
"81","Gabon"
"82","Gambia"
"83","Georgia"
"85","Germany"
"86","Ghana"
"87","Gibraltar"
"88","Greece"
"89","Greenland"
"91","Grenada"
"92","Guadeloupe"
"93","Guam"
"94","Guatemala"
"95","Guinea"
"96","Guinea-bissau"
"97","Guyana"
"98","Haiti"
"99","Heard Island and Mcdonald Islands"
"100","Honduras"
"101","Hong Kong"
"102","Hungary"
"103","Iceland"
"104","India"
"105","Indonesia"
"106","Indonesia"
"107","Iran"
"108","Iraq"
"109","Ireland"
"110","Israel"
"111","Italy"
"112","Jamaica"
"113","Japan"
"114","Jordan"
"115","Kazakhstan"
"116","Kazakhstan"
"117","Kenya"
"118","Kiribati"
"119","Korea, North"
"120","Korea, South"
"121","Kosovo"
"122","Kuwait"
"123","Kyrgyzstan"
"124","Laos"
"125","Latvia"
"126","Lebanon"
"127","Lesotho"
"128","Liberia"
"129","Libyan Arab Jamahiriya"
"130","Liechtenstein"
"131","Lithuania"
"132","Luxembourg"
"133","Macau"
"134","Macedonia"
"135","Madagascar"
"136","Malawi"
"137","Malaysia"
"138","Maldives"
"139","Mali"
"140","Malta"
"141","Marshall Islands"
"142","Martinique"
"143","Mauritania"
"144","Mauritius"
"145","Mayotte"
"146","Mexico"
"147","Micronesia, Federated States of"
"148","Moldova, Republic of"
"149","Monaco"
"150","Mongolia"
"151","Montenegro"
"152","Montserrat"
"153","Morocco"
"154","Mozambique"
"155","Myanmar"
"156","Namibia"
"157","Nauru"
"158","Nepal"
"159","Netherlands"
"160","Netherlands Antilles"
"161","New Caledonia"
"162","New Zealand"
"163","Nicaragua"
"164","Niger"
"165","Nigeria"
"166","Niue"
"167","Norfolk Island"
"168","Northern Mariana Islands"
"169","Norway"
"170","Oman"
"171","Pakistan"
"172","Palau"
"173","Palestinian Territory"
"174","Panama"
"175","Papua New Guinea"
"176","Paraguay"
"177","Peru"
"178","Philippines"
"179","Pitcairn"
"180","Poland"
"181","Portugal"
"182","Puerto Rico"
"183","Qatar"
"184","Reunion"
"185","Romania"
"186","Russia"
"187","Russia"
"188","Rwanda"
"189","Saint Helena"
"190","Saint Kitts and Nevis"
"191","Saint Lucia"
"192","Saint Pierre and Miquelon"
"193","Saint Vincent and The Grenadines"
"194","Samoa"
"195","San Marino"
"196","Sao Tome and Principe"
"197","Saudi Arabia"
"198","Senegal"
"199","Serbia and Montenegro"
"200","Seychelles"
"201","Sierra Leone"
"202","Singapore"
"203","Slovakia"
"204","Slovenia"
"205","Solomon Islands"
"206","Somalia"
"207","South Africa"
"208","South Georgia and The South Sandwich Islands"
"209","Spain"
"210","Sri Lanka"
"211","Sudan"
"212","Suriname"
"213","Svalbard and Jan Mayen"
"214","Swaziland"
"215","Sweden"
"216","Switzerland"
"217","Syria"
"218","Taiwan"
"219","Tajikistan"
"220","Tanzania, United Republic of"
"221","Thailand"
"222","Timor-leste"
"223","Togo"
"224","Tokelau"
"225","Tonga"
"226","Trinidad and Tobago"
"227","Tunisia"
"228","Turkey"
"229","Turkey"
"230","Turkmenistan"
"231","Turks and Caicos Islands"
"232","Tuvalu"
"233","Uganda"
"234","Ukraine"
"235","United Arab Emirates"
"236","United Kingdom"
"237","United States"
"238","United States Minor Outlying Islands"
"239","Uruguay"
"240","Uzbekistan"
"241","Vanuatu"
"242","Vatican City"
"243","Venezuela"
"244","Vietnam"
"245","Virgin Islands, British"
"246","Virgin Islands, U.S."
"247","Wallis and Futuna"
"248","Western Sahara"
"249","Yemen"
"250","Yemen"
"251","Zambia"
"252","Zimbabwe"
"1","A"
"1","1","21","2013-10-17 12:37:16"
"2","1","21","2013-10-17 12:42:15"
"3","3","21","2013-10-17 12:42:58"
"4","3","21","2013-10-17 12:43:20"
"5","3","21","2013-10-17 12:43:23"
"6","3","21","2013-10-17 12:43:25"
"7","3","21","2013-10-17 12:43:28"
"8","3","21","2013-10-17 16:50:34"
"9","3","21","2013-10-17 16:51:03"
"10","3","21","2013-10-17 18:10:02"
"11","1","2","2013-10-17 18:16:49"
"12","1","2","2013-10-17 18:17:05"
"13","1","2","2013-10-17 18:23:50"
"14","1","1","2013-10-17 18:28:03"
"15","3","21","2013-10-22 14:28:01"
"16","3","21","2013-10-22 14:29:28"
"17","1","17","2013-10-29 21:21:54"
"18","1","18","2013-10-29 21:22:12"
"19","1","17","2013-10-29 21:22:53"
"20","1","21","2013-10-29 21:32:56"
"1","Knowledge",
"2","Best Practice",
"1","Market","1",
"2","Technology","1",
"3","Strategy","1",
"4","Around Asian","1",
"5","E-Business","2",
"6","Customer Experience Management","2",
"7","Value Innovation","2",
"8","Process Improvement","2",
"9","Go to Market","2",
"10","Competitive Analysis","2",
"3","E-Business","3",
"4","Customer Experience Management","3",
"5","Value Innovation","3",
"6","Process Improvement","3",
"7","Go to Market","3",
"8","Competitive Analysis","3",
"9","Update AEC News","4",
"10","Competency Index","4",
"11","Country Profile","4",
"12","Company","5",
"5","World Economic Index","10",
"6","ICT Competency Index","10",
"7","Country","11",
"8","Year","12",
"1","A"
"1","A"
"1","test1","testPDF.jpg","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, Lorem 1","100","2013-09-01 00:00:00","1","TestPdf1.pdf","0"
"2","test2","testPDF.jpg","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, Lorem 2","200","2013-09-02 00:00:00","2","TestPdf2.pdf","0"
"3","test3","testPDF.jpg","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, Lorem 3","300","2013-09-03 00:00:00","3","TestPdf3.pdf","0"
